material,formula,n_atoms,energy_eV,energy_per_atom_eV,K_GPa,G_GPa,E_GPa,poisson_ratio,KG_ratio,ductile_brittle,time_seconds
mp-775258,Li8 Mn2 Fe6 B8 O24,48,-336.72,-7.015,97.9,51.8,132.1,0.2751,1.89,Ductile,1.53
mp-775259,Li8 Mn12 F32,52,-306.0566,-5.8857,69.64,24.35,65.43,0.3434,2.86,Ductile,1.27
mp-775265,Li8 Mn12 F32,52,-305.9376,-5.8834,60.33,21.49,57.63,0.3408,2.81,Ductile,0.71
mp-775378,Li8 Mn3 Fe5 B8 O24,48,-339.0858,-7.0643,96.56,51.16,130.44,0.2749,1.89,Ductile,1.24
mp-775412,Na4 Li8 V12 O36,60,-405.6008,-6.76,123.45,41.17,111.16,0.3499,3.0,Ductile,2.35
mp-775486,Li12 Sb8 P12 O48,80,-521.8534,-6.5232,112.11,61.73,156.47,0.2674,1.82,Ductile,3.86
mp-775628,Li20 La12 Sb8 O48,88,-579.7316,-6.5879,129.31,59.69,155.19,0.3,2.17,Ductile,4.46
mp-775758,Li8 Fe4 F20,32,-160.6943,-5.0217,79.82,31.41,83.31,0.326,2.54,Ductile,2.36
mp-775760,Li10 Fe10 F30,50,-260.985,-5.2197,65.59,23.52,63.04,0.3398,2.79,Ductile,1.22
mp-775764,Li8 Fe4 F20,32,-161.2216,-5.0382,78.0,32.23,84.99,0.3184,2.42,Ductile,0.75
mp-775766,Li4 Fe8 F20,32,-171.339,-5.3543,65.04,21.3,57.61,0.3524,3.05,Ductile,1.49
mp-775848,Li4 Ni4 P4 O16,28,-174.4279,-6.2296,125.63,74.37,186.35,0.2528,1.69,Brittle,0.56
mp-775876,Na2 Li2 Mn2 P4 O14,24,-165.3279,-6.8887,127.66,72.73,183.36,0.2606,1.76,Ductile,1.79
mp-775903,Li8 Mn4 P8 O28,48,-334.7946,-6.9749,119.26,68.09,171.62,0.2602,1.75,Ductile,0.69
mp-775905,Li8 Mn4 P8 O28,48,-334.5218,-6.9692,132.94,74.46,188.24,0.264,1.79,Ductile,2.81
mp-775915,Li4 Mn4 P12 O36,56,-400.7503,-7.1563,122.01,75.93,188.65,0.2423,1.61,Brittle,0.84
mp-775916,Li2 Sn2 P2 C2 O14,22,-150.2377,-6.829,128.5,61.72,159.6,0.293,2.08,Ductile,1.43
mp-775945,Li8 Mn4 Fe4 P8 O32,56,-391.5953,-6.9928,132.6,70.94,180.61,0.273,1.87,Ductile,1.99
mp-776017,Li8 Fe8 F24,40,-209.5454,-5.2386,52.1,18.62,49.91,0.3403,2.8,Ductile,0.57
mp-776027,Li8 Fe8 F24,40,-208.609,-5.2152,73.47,27.25,72.75,0.335,2.7,Ductile,1.4
mp-776063,Li16 Mn8 P8 O32 F8,72,-477.3773,-6.6302,123.03,64.19,164.04,0.2778,1.92,Ductile,1.02
mp-776077,Li8 Fe8 F24,40,-210.0198,-5.2505,67.48,21.07,57.25,0.3586,3.2,Ductile,0.75
mp-776078,Li4 Fe8 F20,32,-170.4406,-5.3263,68.17,20.19,55.13,0.3652,3.38,Ductile,1.16
mp-776080,Li8 Fe8 F24,40,-210.2606,-5.2565,72.39,20.39,55.91,0.3713,3.55,Ductile,0.88
mp-776091,Li2 La2 Nd2 Sb2 O12,20,-142.9586,-7.1479,148.99,64.05,168.06,0.312,2.33,Ductile,0.78
mp-776094,Li2 Fe2 F8,12,-61.0142,-5.0845,97.52,36.48,97.32,0.3337,2.67,Ductile,0.72
mp-776099,Li11 Fe6 F29,46,-231.0726,-5.0233,73.5,31.22,82.05,0.3139,2.35,Ductile,1.77
mp-776105,Li4 Mn6 F16,26,-152.4066,-5.8618,59.02,20.65,55.48,0.3433,2.86,Ductile,0.76
mp-776107,Li4 Fe2 F10,16,-80.9792,-5.0612,79.62,32.73,86.36,0.3192,2.43,Ductile,0.4
mp-776155,Li8 Fe4 F20,32,-160.3326,-5.0104,82.66,34.74,91.41,0.3157,2.38,Ductile,0.89
mp-776156,Li4 Mn4 F12,20,-114.9818,-5.7491,68.24,25.4,67.79,0.3344,2.69,Ductile,0.41
mp-776164,Li2 Fe2 F8,12,-61.4902,-5.1242,78.45,42.82,108.68,0.2691,1.83,Ductile,0.52
mp-776264,Li2 Fe2 F8,12,-61.6225,-5.1352,75.7,34.11,88.96,0.3041,2.22,Ductile,1.02
mp-776285,Li8 Cr4 P4 C4 O28,48,-338.8768,-7.0599,119.66,64.68,164.42,0.271,1.85,Ductile,0.86
mp-776296,Li4 Mn4 P4 O16,28,-199.8408,-7.1372,137.44,73.08,186.24,0.2742,1.88,Ductile,0.95
mp-776339,Li2 Fe2 F8,12,-60.9676,-5.0806,94.58,31.75,85.66,0.3491,2.98,Ductile,0.44
mp-776357,Li4 Sb2 P2 O4 F12,24,-128.6507,-5.3604,72.71,40.23,101.9,0.2664,1.81,Ductile,6.18
mp-776393,Li8 Mn4 P8 O28,48,-333.9718,-6.9577,138.05,75.97,192.59,0.2675,1.82,Ductile,1.76
mp-776423,Li12 Ni4 C8 S2 O32,58,-369.3681,-6.3684,127.74,76.48,191.26,0.2504,1.67,Brittle,2.09
mp-776428,Li4 Ni4 B4 O12,24,-149.4454,-6.2269,101.67,48.72,126.02,0.2934,2.09,Ductile,0.57
mp-776436,Li12 V4 C8 S2 O32,58,-395.6158,-6.821,114.49,64.47,162.85,0.2629,1.78,Ductile,1.11
mp-776444,K4 Li4 Ti8 P8 O40,64,-482.7275,-7.5426,126.4,74.65,187.11,0.2533,1.69,Brittle,1.42
mp-776484,Li12 Sn6 P16 O58,92,-617.3701,-6.7105,136.37,84.23,209.55,0.2439,1.62,Brittle,15.22
mp-776589,Li18 Sb6 P16 O58,98,-641.6336,-6.5473,119.41,68.47,172.46,0.2593,1.74,Brittle,1.36
mp-776601,Li12 Fe4 B32 O60,108,-805.2978,-7.4565,117.74,72.29,180.03,0.2452,1.63,Brittle,5.26
mp-776627,Li18 Fe6 F36,60,-301.6713,-5.0279,93.04,40.84,106.88,0.3085,2.28,Ductile,1.67
mp-776635,Li4 Fe2 F10,16,-80.9606,-5.06,84.44,40.99,105.84,0.2911,2.06,Ductile,0.81
mp-776642,Li4 Fe6 F16,26,-137.6557,-5.2944,60.16,21.15,56.79,0.3427,2.84,Ductile,1.29
mp-776648,Li4 Fe6 F16,26,-137.5275,-5.2895,51.67,17.11,46.23,0.3509,3.02,Ductile,1.47
mp-776657,Li4 Fe6 F16,26,-138.0942,-5.3113,67.86,16.99,47.04,0.3845,3.99,Ductile,0.86
mp-776684,Li12 Fe4 F24,40,-201.0289,-5.0257,93.93,42.72,111.29,0.3025,2.2,Ductile,1.23
mp-776687,Li5 Fe1 F8,14,-69.3376,-4.9527,69.57,31.84,82.87,0.3015,2.19,Ductile,0.63
mp-776689,Li12 Fe8 F36,56,-282.2096,-5.0395,69.54,28.56,75.36,0.3194,2.43,Ductile,1.16
mp-776692,Li4 Fe8 F28,40,-206.8124,-5.1703,89.88,50.4,127.4,0.2638,1.78,Ductile,0.98
mp-776715,Li12 Fe8 F28,48,-247.7344,-5.1611,56.1,21.34,56.81,0.3312,2.63,Ductile,1.28
mp-776727,Li8 Fe12 F32,52,-275.7728,-5.3033,59.58,20.85,56.02,0.3433,2.86,Ductile,2.05
mp-776754,Li2 Fe3 F8,13,-69.2686,-5.3283,78.53,23.95,65.22,0.3616,3.28,Ductile,0.66
mp-776758,Li8 Fe12 F32,52,-275.8239,-5.3043,84.1,23.99,65.73,0.3697,3.51,Ductile,0.8
mp-776764,Li2 Fe4 F10,16,-85.8026,-5.3627,80.51,21.37,58.9,0.3781,3.77,Ductile,1.24
mp-776816,Li8 Fe4 F20,32,-160.3335,-5.0104,83.66,35.13,92.46,0.3158,2.38,Ductile,0.91
mp-776904,Li4 Fe8 O4 F12,28,-157.761,-5.6343,87.69,30.55,82.12,0.3439,2.87,Ductile,0.79
mp-776933,Li4 Fe8 F20,32,-170.4611,-5.3269,64.43,19.97,54.3,0.3595,3.23,Ductile,0.94
mp-776951,Li4 Mn4 F12,20,-115.025,-5.7513,69.83,28.34,74.88,0.3213,2.46,Ductile,0.74
mp-777047,Li1 Tm1 O2,4,-28.0552,-7.0138,118.09,71.91,179.32,0.2469,1.64,Brittle,0.69
mp-777049,Li4 Fe4 B4 O12,24,-165.9744,-6.9156,103.42,55.16,140.51,0.2736,1.87,Ductile,0.68
mp-777104,Li8 Cr4 P16 O48,76,-534.421,-7.0319,114.62,73.0,180.64,0.2373,1.57,Brittle,8.28
mp-777151,Li2 Fe4 F14,20,-102.5776,-5.1289,69.2,30.98,80.87,0.3052,2.23,Ductile,0.79
mp-777252,Li4 Fe4 F16,24,-122.1174,-5.0882,82.25,36.99,96.5,0.3045,2.22,Ductile,1.37
mp-777279,Li20 Fe4 O4 F20,48,-242.3957,-5.0499,69.51,34.97,89.85,0.2846,1.99,Ductile,0.91
mp-777298,Li8 Mn8 F24,40,-229.6469,-5.7412,57.11,20.47,54.85,0.3399,2.79,Ductile,0.44
mp-777338,Li20 Ni8 P12 O48,88,-547.359,-6.22,132.45,78.18,195.99,0.2534,1.69,Brittle,2.5
mp-777352,Li16 Mn16 F48,80,-459.9517,-5.7494,59.2,21.58,57.72,0.3375,2.74,Ductile,1.29
mp-777355,Li8 Mn8 F24,40,-230.6431,-5.7661,66.72,24.35,65.13,0.3373,2.74,Ductile,1.18
mp-777357,Li8 Mn7 Fe1 B8 O24,48,-348.3891,-7.2581,89.35,47.34,120.71,0.2748,1.89,Ductile,1.33
mp-777361,Li4 Mn8 F20,32,-190.7978,-5.9624,57.94,20.81,55.76,0.3396,2.78,Ductile,0.47
mp-777383,Li4 Cr2 P8 O24,38,-266.7006,-7.0184,129.03,76.93,192.53,0.2513,1.68,Brittle,4.11
mp-777390,Li4 Mn8 F20,32,-190.6796,-5.9587,78.32,26.29,70.94,0.349,2.98,Ductile,0.78
mp-777414,Na14 Li6 V20 O60,100,-670.7773,-6.7078,116.51,39.37,106.14,0.3482,2.96,Ductile,2.22
mp-777418,Li4 Fe2 F8,14,-71.827,-5.1305,67.09,26.17,69.48,0.3274,2.56,Ductile,0.39
mp-777429,Li8 Mn6 Fe2 B8 O24,48,-346.0495,-7.2094,89.38,48.42,123.04,0.2706,1.85,Ductile,0.76
mp-777431,Li6 Mn2 Fe4 B6 O18,36,-253.7651,-7.049,105.57,46.26,121.1,0.3088,2.28,Ductile,0.98
mp-777438,Li8 Mn1 Fe7 B8 O24,48,-334.3776,-6.9662,99.36,54.6,138.44,0.2678,1.82,Ductile,1.45
mp-777444,Li6 Fe4 F14,24,-124.1531,-5.173,66.25,25.84,68.6,0.3274,2.56,Ductile,0.96
mp-777451,Li16 Fe8 F32,56,-286.7142,-5.1199,62.53,23.16,61.83,0.3352,2.7,Ductile,1.47
mp-777453,Li4 V4 F24,32,-165.2693,-5.1647,97.94,37.15,98.93,0.3316,2.64,Ductile,1.58
mp-777457,Li16 Fe8 F32,56,-285.8784,-5.105,66.53,25.33,67.44,0.3311,2.63,Ductile,1.97
mp-777459,Li6 Fe2 F12,20,-100.382,-5.0191,84.21,38.56,100.36,0.3014,2.18,Ductile,0.93
mp-777466,Li16 Fe8 F32,56,-287.4465,-5.133,67.02,24.97,66.63,0.3343,2.68,Ductile,1.06
mp-777471,Li8 Fe4 F16,28,-143.1137,-5.1112,69.76,22.86,61.83,0.3523,3.05,Ductile,0.8
mp-777474,Li4 Fe4 F16,24,-122.5055,-5.1044,76.68,31.66,83.5,0.3185,2.42,Ductile,0.52
mp-777475,Li6 Fe2 F12,20,-100.4375,-5.0219,81.46,33.09,87.44,0.3211,2.46,Ductile,0.43
mp-777477,Li4 Fe4 F16,24,-122.4303,-5.1013,76.43,33.41,87.47,0.3093,2.29,Ductile,1.22
mp-777485,Li8 Mn4 F16,28,-153.1015,-5.4679,58.59,23.79,62.86,0.3212,2.46,Ductile,1.37
mp-777488,Li6 Fe2 F12,20,-100.3718,-5.0186,76.35,35.14,91.39,0.3005,2.17,Ductile,0.46
mp-777489,Li6 Fe6 F18,30,-156.1995,-5.2067,45.88,15.63,42.12,0.347,2.93,Ductile,0.68
mp-777511,Li8 Mn4 Fe4 B8 O24,48,-341.568,-7.116,102.68,53.76,137.32,0.2771,1.91,Ductile,0.77
mp-777520,Li6 Mn1 Fe5 B6 O18,36,-251.3646,-6.9823,109.2,46.65,122.51,0.313,2.34,Ductile,0.9
mp-777522,Li2 Fe2 F6,10,-52.6009,-5.2601,78.47,25.55,69.14,0.3532,3.07,Ductile,0.75
mp-777525,Li4 Fe4 F16,24,-122.3028,-5.096,72.89,32.61,85.14,0.3053,2.24,Ductile,0.72
mp-777550,Li4 Fe4 F16,24,-122.6944,-5.1123,79.36,35.59,92.89,0.3049,2.23,Ductile,0.47
mp-777559,Li4 Fe4 F16,24,-122.8152,-5.1173,68.92,30.32,79.33,0.3081,2.27,Ductile,0.48
mp-777562,Li10 Mn3 F16,29,-153.2082,-5.283,59.04,26.31,68.72,0.306,2.24,Ductile,0.51
mp-777570,Li4 Mn2 Fe2 B4 O12,24,-170.759,-7.115,106.19,53.71,137.88,0.2836,1.98,Ductile,1.36
mp-777573,Li8 Fe8 S12 O48,76,-471.316,-6.2015,124.45,74.93,187.22,0.2493,1.66,Brittle,1.58
mp-777583,Li8 Mn3 Fe5 B8 O24,48,-339.0728,-7.064,95.19,49.92,127.48,0.2768,1.91,Ductile,1.9
mp-777589,Li8 Mn4 F16,28,-153.7478,-5.491,61.65,24.42,64.72,0.325,2.52,Ductile,1.13
mp-777595,Li2 Fe2 F8,12,-60.9951,-5.0829,73.7,30.37,80.11,0.3188,2.43,Ductile,1.6
mp-777622,Li4 Fe4 F12,20,-105.0464,-5.2523,77.82,20.54,56.64,0.3787,3.79,Ductile,2.33
mp-777637,Li8 Mn2 Fe6 B8 O24,48,-336.8018,-7.0167,106.49,53.91,138.39,0.2834,1.98,Ductile,1.58
mp-777649,Li8 Mn7 Fe1 B8 O24,48,-348.3814,-7.2579,97.52,46.84,121.14,0.293,2.08,Ductile,1.75
mp-777650,Li4 Nb4 Ni4 O16,28,-195.2468,-6.9731,154.18,46.3,126.27,0.3635,3.33,Ductile,1.26
mp-777655,Li4 Mn4 F12,20,-114.6986,-5.7349,63.49,22.19,59.61,0.3435,2.86,Ductile,0.63
mp-777664,Li4 Fe2 F8,14,-71.2086,-5.0863,35.44,10.96,29.81,0.3598,3.23,Ductile,0.37
mp-777665,Li8 Fe4 F16,28,-142.9091,-5.1039,75.17,28.43,75.75,0.332,2.64,Ductile,0.53
mp-777669,Li16 Fe8 F32,56,-285.6494,-5.1009,64.89,25.0,66.46,0.3293,2.6,Ductile,2.27
mp-777672,Li2 Fe2 F6,10,-52.3011,-5.2301,68.22,5.96,17.38,0.4575,11.44,Ductile,0.64
mp-777673,Li8 Fe4 F16,28,-142.5327,-5.0905,57.78,21.69,57.84,0.3331,2.66,Ductile,0.94
mp-777674,Li4 Fe4 F16,24,-122.1572,-5.0899,80.65,29.37,78.57,0.3376,2.75,Ductile,0.46
mp-777677,Li4 Fe4 F16,24,-122.3368,-5.0974,78.32,30.26,80.42,0.3289,2.59,Ductile,0.55
mp-777679,Li4 Fe4 F16,24,-121.8099,-5.0754,81.75,32.1,85.15,0.3264,2.55,Ductile,0.55
mp-777727,Li8 Mn7 Fe1 B8 O24,48,-348.4232,-7.2588,95.36,50.19,128.1,0.2761,1.9,Ductile,0.45
mp-777730,Li12 Bi4 B32 O60,108,-795.4606,-7.3654,102.91,62.83,156.62,0.2464,1.64,Brittle,1.23
mp-777746,Li8 Mn6 Fe2 B8 O24,48,-346.1648,-7.2118,100.22,50.47,129.65,0.2844,1.99,Ductile,0.65
mp-777758,Li4 Mn2 Fe2 B4 O12,24,-170.7782,-7.1158,100.34,50.42,129.56,0.2848,1.99,Ductile,0.53
mp-777765,Li8 Mn5 Fe3 B8 O24,48,-343.8415,-7.1634,102.72,53.94,137.71,0.2766,1.9,Ductile,0.77
mp-777768,Li8 Mn7 Fe1 B8 O24,48,-348.3948,-7.2582,86.87,48.31,122.26,0.2654,1.8,Ductile,0.66
mp-777781,Li8 Fe4 F16,28,-142.3905,-5.0854,38.33,18.19,47.13,0.2951,2.11,Ductile,0.58
mp-777785,Li4 Fe4 F16,24,-122.0831,-5.0868,83.01,32.31,85.8,0.3277,2.57,Ductile,1.71
mp-777788,Li8 Mn7 Fe1 B8 O24,48,-348.4185,-7.2587,92.62,49.44,125.91,0.2734,1.87,Ductile,1.67
mp-777790,Li4 Mn1 Fe3 B4 O12,24,-168.365,-7.0152,106.14,51.18,132.29,0.2923,2.07,Ductile,1.87
mp-777792,Li8 Mn7 Fe1 B8 O24,48,-348.4206,-7.2588,91.22,49.3,125.33,0.271,1.85,Ductile,1.16
mp-777799,Li12 Fe4 Si24 O60,100,-725.7915,-7.2579,140.97,89.18,220.95,0.2388,1.58,Brittle,2.07
mp-777801,Li2 Fe2 F8,12,-61.0862,-5.0905,80.11,32.23,85.25,0.3226,2.49,Ductile,1.09
mp-777802,Li8 Mn1 Fe7 B8 O24,48,-334.3956,-6.9666,103.59,54.26,138.59,0.277,1.91,Ductile,2.27
mp-777806,Li16 Ni8 P16 O56,96,-614.7378,-6.4035,138.82,81.89,205.3,0.2535,1.7,Brittle,14.22
mp-777817,Li8 Mn8 S12 O48,76,-491.1216,-6.4621,118.72,69.91,175.32,0.2539,1.7,Brittle,1.12
mp-777840,Li2 Fe2 Si4 O12,20,-143.5462,-7.1773,115.93,66.36,167.19,0.2596,1.75,Brittle,1.74
mp-777846,Li4 Mn2 F8,14,-76.7725,-5.4837,59.83,22.97,61.1,0.3298,2.6,Ductile,0.77
mp-777852,Li8 Mn6 Fe2 B8 O24,48,-346.1405,-7.2113,100.71,50.99,130.89,0.2834,1.97,Ductile,1.32
mp-777856,Li8 Mn4 Fe4 B8 O24,48,-341.5084,-7.1148,100.65,53.59,136.54,0.2739,1.88,Ductile,1.71
mp-777875,Li4 Fe4 F16,24,-122.864,-5.1193,88.33,51.18,128.68,0.2572,1.73,Brittle,0.74
mp-777888,Li4 Fe4 F12,20,-105.0726,-5.2536,71.48,20.79,56.85,0.3674,3.44,Ductile,0.57
mp-777899,Li4 Fe4 F12,20,-104.6181,-5.2309,64.58,20.13,54.7,0.3588,3.21,Ductile,0.84
mp-777900,Li6 Fe2 F12,20,-100.4269,-5.0213,74.93,30.94,81.58,0.3185,2.42,Ductile,0.64
mp-777920,Li6 Fe6 F24,36,-182.089,-5.058,86.88,31.89,85.23,0.3365,2.72,Ductile,1.21
mp-777943,Li8 Mn3 Fe5 B8 O24,48,-339.1552,-7.0657,94.57,50.62,128.87,0.2729,1.87,Ductile,1.03
mp-777957,Li8 Mn3 Fe5 B8 O24,48,-339.2244,-7.0672,98.5,51.65,131.89,0.2768,1.91,Ductile,2.01
mp-777972,Li8 Mn8 F24,40,-230.3772,-5.7594,66.12,23.99,64.19,0.3382,2.76,Ductile,1.12
mp-777998,Li4 Mn3 Fe1 B4 O12,24,-173.0662,-7.2111,94.49,48.48,124.2,0.2809,1.95,Ductile,0.75
mp-778004,Li8 Mn1 Fe7 B8 O24,48,-334.3887,-6.9664,107.35,54.14,139.05,0.2841,1.98,Ductile,1.01
mp-778006,Li16 Co8 P16 O56,96,-636.758,-6.6329,137.97,74.89,190.25,0.2702,1.84,Ductile,5.66
mp-778007,Li8 Mn6 Fe2 B8 O24,48,-346.1756,-7.212,99.85,52.93,134.96,0.2747,1.89,Ductile,0.92
mp-778011,Li12 Cr4 Si24 O60,100,-737.3978,-7.374,140.28,86.16,214.54,0.2451,1.63,Brittle,1.57
mp-778045,Li8 Mn3 Fe5 B8 O24,48,-339.1071,-7.0647,103.28,51.61,132.71,0.2858,2.0,Ductile,1.06
mp-778083,Li8 Mn1 Fe7 B8 O24,48,-334.394,-6.9665,103.83,54.86,139.93,0.2754,1.89,Ductile,1.24
mp-778135,Li8 Mn7 Fe1 B8 O24,48,-348.3865,-7.2581,90.53,47.95,122.26,0.2749,1.89,Ductile,0.94
mp-778174,Li8 Mn5 Fe3 B8 O24,48,-343.8569,-7.1637,98.39,49.8,127.82,0.2835,1.98,Ductile,1.39
mp-778203,Li8 Mn1 Fe7 B8 O24,48,-334.2871,-6.9643,101.49,52.51,134.36,0.2793,1.93,Ductile,1.05
mp-778205,Li8 Mn7 Fe1 B8 O24,48,-348.3852,-7.258,90.95,47.68,121.77,0.2769,1.91,Ductile,0.86
mp-778250,Li12 Fe4 F24,40,-200.3511,-5.0088,72.69,33.29,86.64,0.3013,2.18,Ductile,1.17
mp-778265,Li4 Mn3 Fe1 B4 O12,24,-173.0629,-7.211,92.66,49.19,125.38,0.2745,1.88,Ductile,0.8
mp-778271,Li6 Mn2 Fe4 B6 O18,36,-253.7376,-7.0483,102.74,44.75,117.24,0.3098,2.3,Ductile,0.95
mp-778272,Li8 Mn7 Fe1 B8 O24,48,-348.4086,-7.2585,90.37,48.01,122.36,0.2743,1.88,Ductile,2.0
mp-778302,Li8 Mn5 Fe3 B8 O24,48,-343.8352,-7.1632,104.81,52.99,136.04,0.2837,1.98,Ductile,0.78
mp-778397,Li8 Sn4 B8 O24,44,-296.7856,-6.7451,109.83,64.72,162.29,0.2537,1.7,Brittle,4.28
mp-778398,Li8 Mn2 Fe6 B8 O24,48,-336.7657,-7.016,99.88,53.59,136.38,0.2724,1.86,Ductile,0.98
mp-778405,Li4 Fe8 F20,32,-170.9034,-5.3407,66.97,22.14,59.82,0.3511,3.03,Ductile,1.38
mp-778477,Li8 Mn5 Fe3 B8 O24,48,-343.8201,-7.1629,91.92,49.55,126.02,0.2715,1.85,Ductile,1.22
mp-778494,Li6 Mn1 Fe5 B6 O18,36,-251.3652,-6.9824,104.14,45.15,118.34,0.3106,2.31,Ductile,0.64
mp-778495,Li8 Mn7 Fe1 B8 O24,48,-348.415,-7.2586,92.75,49.52,126.12,0.2734,1.87,Ductile,1.21
mp-778498,Li2 Cr3 P9 O28,42,-302.6284,-7.2054,160.9,96.98,242.26,0.2491,1.66,Brittle,1.48
mp-778510,Li4 Fe4 F16,24,-122.918,-5.1216,82.17,45.82,115.91,0.2649,1.79,Ductile,0.63
mp-778513,Li4 Fe4 F16,24,-122.0795,-5.0866,75.65,29.42,78.14,0.3279,2.57,Ductile,0.49
mp-778532,Li12 Fe6 F24,42,-214.539,-5.1081,49.36,20.81,54.73,0.3152,2.37,Ductile,1.32
mp-778554,Li4 Mn2 F8,14,-76.7664,-5.4833,56.76,22.53,59.7,0.3247,2.52,Ductile,0.6
mp-778700,Li16 Fe8 F32,56,-285.8149,-5.1038,61.58,23.21,61.85,0.3326,2.65,Ductile,0.99
mp-778715,Li8 Mn16 F40,64,-381.4795,-5.9606,68.39,25.43,67.87,0.3346,2.69,Ductile,1.33
mp-778721,Li8 Mn7 Fe1 B8 O24,48,-348.4135,-7.2586,93.48,49.96,127.21,0.2732,1.87,Ductile,1.1
mp-778731,Li16 Mn8 F32,56,-306.3512,-5.4706,58.71,23.71,62.69,0.322,2.48,Ductile,0.92
mp-778744,Li4 Mn2 Ni2 P4 O16,28,-187.97,-6.7132,133.22,73.65,186.56,0.2666,1.81,Ductile,0.64
mp-778748,Li24 Fe8 B8 O32,72,-445.5704,-6.1885,116.28,62.1,158.15,0.2733,1.87,Ductile,1.85
mp-778754,Li8 Mn1 Fe7 B8 O24,48,-334.3952,-6.9666,101.01,53.64,136.72,0.2744,1.88,Ductile,1.64
mp-778755,Li8 Mn1 Fe7 B8 O24,48,-334.2908,-6.9644,105.02,52.12,134.17,0.2871,2.01,Ductile,1.29
mp-778800,Li6 Mn6 F18,30,-171.7486,-5.725,60.78,23.73,63.0,0.3272,2.56,Ductile,1.22
mp-778801,Li16 Mn8 F32,56,-305.6262,-5.4576,60.48,23.75,63.01,0.3264,2.55,Ductile,0.77
mp-778815,Li8 Co4 P8 O28,48,-319.4869,-6.656,127.92,69.94,177.48,0.2688,1.83,Ductile,0.8
mp-778819,Li2 Mn2 F6,10,-57.2831,-5.7283,61.83,22.47,60.13,0.3379,2.75,Ductile,0.82
mp-778844,Li8 Mn1 Fe7 B8 O24,48,-334.3878,-6.9664,104.71,55.71,141.96,0.274,1.88,Ductile,1.7
mp-778878,Ba4 Li16 O12,32,-158.5663,-4.9552,67.3,42.51,105.35,0.2391,1.58,Brittle,0.91
mp-778881,Li20 Mn8 P12 O48,88,-598.6292,-6.8026,121.22,70.04,176.18,0.2578,1.73,Brittle,3.31
mp-778883,Li8 Mn3 Fe5 B8 O24,48,-339.2171,-7.067,102.77,53.69,137.18,0.2775,1.91,Ductile,1.26
mp-778994,Li4 Mn1 Fe3 B4 O12,24,-168.3577,-7.0149,98.01,51.04,130.47,0.2781,1.92,Ductile,1.71
mp-779011,Li6 Mn1 Fe5 B6 O18,36,-251.3677,-6.9824,107.09,46.39,121.6,0.3108,2.31,Ductile,1.67
mp-779053,Li8 Mn3 Fe5 B8 O24,48,-339.0968,-7.0645,103.07,49.59,128.22,0.2927,2.08,Ductile,1.07
mp-779056,Li8 Fe4 P8 O28,48,-325.4896,-6.781,125.36,72.77,182.91,0.2568,1.72,Brittle,1.43
mp-779064,Li16 Fe4 O4 F20,44,-224.3949,-5.0999,82.99,40.43,104.34,0.2905,2.05,Ductile,0.83
mp-779066,Li8 Mn6 Fe2 B8 O24,48,-346.0802,-7.21,93.51,50.44,128.27,0.2714,1.85,Ductile,1.22
mp-779070,Li8 Ni4 P8 O28,48,-309.4002,-6.4458,128.73,78.49,195.69,0.2466,1.64,Brittle,1.37
mp-779072,Li4 Mn1 Fe3 B4 O12,24,-168.3595,-7.015,101.63,51.96,133.19,0.2816,1.96,Ductile,1.04
mp-779073,Li6 Mn6 F18,30,-172.2389,-5.7413,62.51,23.48,62.61,0.3331,2.66,Ductile,0.65
mp-779074,Li8 Mn7 Fe1 B8 O24,48,-348.3819,-7.258,90.0,47.16,120.45,0.2769,1.91,Ductile,0.96
mp-779084,Li4 Cr4 P12 O36,56,-400.1489,-7.1455,142.81,82.28,207.07,0.2583,1.74,Brittle,3.87
mp-779311,Li4 Fe4 B4 O12,24,-164.9919,-6.8747,101.53,53.78,137.13,0.2749,1.89,Ductile,1.31
mp-779362,Li4 Mn2 Fe2 B4 O12,24,-170.7737,-7.1156,97.2,49.72,127.44,0.2815,1.95,Ductile,0.58
mp-779434,Li20 La12 Nb8 O48,88,-656.9909,-7.4658,146.62,56.36,149.87,0.3296,2.6,Ductile,4.78
mp-779444,Li4 Mn2 Fe2 B4 O12,24,-170.7474,-7.1145,104.74,52.47,134.89,0.2854,2.0,Ductile,0.84
mp-779446,Li6 Mn2 Fe4 B6 O18,36,-253.7433,-7.0484,106.76,46.23,121.21,0.3108,2.31,Ductile,1.45
mp-779471,Li4 Mn2 Fe2 B4 O12,24,-170.7148,-7.1131,96.09,50.47,128.84,0.2765,1.9,Ductile,0.6
mp-779720,Li40 La8 O32,80,-448.6312,-5.6079,75.87,43.05,108.62,0.2614,1.76,Ductile,1.25
mp-779765,Li8 Mn5 Fe3 B8 O24,48,-343.7316,-7.1611,102.82,50.55,130.29,0.2888,2.03,Ductile,1.98
mp-779783,Li8 Mn2 Fe6 B8 O24,48,-336.8274,-7.0172,100.84,53.04,135.37,0.2763,1.9,Ductile,2.08
mp-779789,Li8 Mn6 Fe2 B8 O24,48,-346.1342,-7.2111,93.15,49.89,126.99,0.2728,1.87,Ductile,2.11
mp-779809,Li8 Sb8 S16 O64,96,-571.2279,-5.9503,106.63,64.62,161.28,0.2479,1.65,Brittle,4.07
mp-779874,Li24 Mn12 F48,84,-457.244,-5.4434,53.92,23.09,60.62,0.3126,2.34,Ductile,1.5
